Time,CO2,Temperature,Humidity
00:00:28,719.5713,28.73,57.86
00:15:06,749.4177,29.25,56.34
00:30:06,753.8855,29.04,56.66
00:45:06,751.2693,29.00,56.53
01:00:06,746.8934,29.07,56.48
01:15:19,749.3917,29.04,56.77
01:30:15,737.7178,29.10,56.65
01:45:12,740.8161,29.04,56.44
02:00:06,741.5695,29.04,55.95
02:15:21,736.5419,28.93,56.73
02:30:10,739.9131,28.80,57.31
