Time,CO2,Temperature,Humidity
15:27:41,772.7936,29.31,56.12
18:16:59,715.5338,28.27,58.45
18:30:03,882.8448,27.89,58.55
18:45:03,656.9597,26.97,62.07
19:00:04,638.856,27.32,62.12
19:15:05,691.0679,26.13,64.93
