Time,CO2,Temperature,Humidity
08:45:12,729.0,26.00,71.16
09:30:06,591.0,29.07,62.31
09:45:01,596.0,25.04,77.49
10:00:06,551.0,26.22,68.82
10:15:14,560.0,25.00,78.11
10:30:11,526.0,25.23,77.41
10:45:10,509.0,25.50,76.37
11:00:05,496.0,25.60,75.94
11:15:04,550.0,25.79,75.96
11:30:08,490.0,25.84,75.70
